"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1119","Ajout d'un produit depuis la page d'accueil -- @1.2 Produits","","Thu Mar 05 14:30:28 UTC 2026","passed","Thu Mar 05 14:30:29 UTC 2026","","","",""
"","1142","Ajout d'un produit depuis la fiche détail -- @1.3 Produits","","Thu Mar 05 14:30:33 UTC 2026","passed","Thu Mar 05 14:30:34 UTC 2026","","","",""
"","1447","Suppression d'un article depuis la page Panier -- @1.1 Produits","","Thu Mar 05 14:30:40 UTC 2026","passed","Thu Mar 05 14:30:41 UTC 2026","","","",""
"","1051","TC-AUTH-07 - Connexion avec champs vides","","Thu Mar 05 14:30:52 UTC 2026","passed","Thu Mar 05 14:30:53 UTC 2026","","","",""
"","1154","TC-CAT-39 - Tri par prix (High to Low)","","Thu Mar 05 14:30:58 UTC 2026","passed","Thu Mar 05 14:30:59 UTC 2026","","","",""
"","1396","Suppression d'un article depuis la page d'accueil -- @1.2 Produits","","Thu Mar 05 14:30:37 UTC 2026","passed","Thu Mar 05 14:30:38 UTC 2026","","","",""
"","1607","Parcours de commande complet","","Thu Mar 05 14:30:48 UTC 2026","passed","Thu Mar 05 14:30:49 UTC 2026","","","",""
"","1161","Ajout d'un produit depuis la page d'accueil -- @1.3 Produits","","Thu Mar 05 14:30:29 UTC 2026","passed","Thu Mar 05 14:30:31 UTC 2026","","","",""
"","1142","TC-AUTH-05 - Connexion refusée pour locked_out_user","","Thu Mar 05 14:30:50 UTC 2026","passed","Thu Mar 05 14:30:52 UTC 2026","","","",""
"","1171","TC-AUTH-01 - Connexion réussie avec standard_user","","Thu Mar 05 14:30:49 UTC 2026","passed","Thu Mar 05 14:30:50 UTC 2026","","","",""
"","1068","TC-CAT-35 - Accès détail produit via le nom","","Thu Mar 05 14:30:44 UTC 2026","passed","Thu Mar 05 14:30:45 UTC 2026","","","",""
"","1408","Suppression d'un article depuis la page Panier -- @1.2 Produits","","Thu Mar 05 14:30:41 UTC 2026","passed","Thu Mar 05 14:30:42 UTC 2026","","","",""
"","1156","TC-CAT-36 - Tri par nom (A à Z) depuis un ordre différent","","Thu Mar 05 14:30:54 UTC 2026","passed","Thu Mar 05 14:30:56 UTC 2026","","","",""
"","1300","Soumission avec tous les champs vides","","Thu Mar 05 14:30:46 UTC 2026","passed","Thu Mar 05 14:30:48 UTC 2026","","","",""
"","1506","TC-CAT-34 - Accès détail produit via l'image","","Thu Mar 05 14:30:45 UTC 2026","passed","Thu Mar 05 14:30:46 UTC 2026","","","",""
"","1087","Ajout d'un produit depuis la fiche détail -- @1.2 Produits","","Thu Mar 05 14:30:32 UTC 2026","passed","Thu Mar 05 14:30:33 UTC 2026","","","",""
"","1396","Suppression d'un article depuis la page d'accueil -- @1.3 Produits","","Thu Mar 05 14:30:38 UTC 2026","passed","Thu Mar 05 14:30:40 UTC 2026","","","",""
"","1414","Suppression d'un article depuis la page d'accueil -- @1.1 Produits","","Thu Mar 05 14:30:35 UTC 2026","passed","Thu Mar 05 14:30:37 UTC 2026","","","",""
"","1439","Suppression d'un article depuis la page Panier -- @1.3 Produits","","Thu Mar 05 14:30:42 UTC 2026","passed","Thu Mar 05 14:30:44 UTC 2026","","","",""
"","1175","TC-CAT-38 - Tri par prix (Low to High)","","Thu Mar 05 14:30:57 UTC 2026","passed","Thu Mar 05 14:30:58 UTC 2026","","","",""
"","1108","TC-CAT-37 - Tri par nom (Z à A)","","Thu Mar 05 14:30:56 UTC 2026","passed","Thu Mar 05 14:30:57 UTC 2026","","","",""
"","1430","Ajout de tous les produits (6 articles)","","Thu Mar 05 14:30:34 UTC 2026","passed","Thu Mar 05 14:30:35 UTC 2026","","","",""
"","1110","Ajout d'un produit depuis la fiche détail -- @1.1 Produits","","Thu Mar 05 14:30:31 UTC 2026","passed","Thu Mar 05 14:30:32 UTC 2026","","","",""
"","8481","Ajout d'un produit depuis la page d'accueil -- @1.1 Produits","","Thu Mar 05 14:30:20 UTC 2026","passed","Thu Mar 05 14:30:28 UTC 2026","","","",""
"","1744","TC-AUTH-10 - Déconnexion réussie (Logout)","","Thu Mar 05 14:30:53 UTC 2026","passed","Thu Mar 05 14:30:54 UTC 2026","","","",""
