"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1296","TC-CART-02 - Ajout d'un produit depuis la fiche détail - Utilisateur: problem_user -- @1.6 ","","Mon Mar 09 10:13:19 UTC 2026","failed","Mon Mar 09 10:13:21 UTC 2026","","","",""
"","1434","TC-CART-06 - Suppression d'un article depuis la page Panier - Utilisateur: problem_user -- @1.4 ","","Mon Mar 09 10:13:37 UTC 2026","passed","Mon Mar 09 10:13:39 UTC 2026","","","",""
"","1407","TC-CART-06 - Suppression d'un article depuis la page Panier - Utilisateur: problem_user -- @1.6 ","","Mon Mar 09 10:13:40 UTC 2026","passed","Mon Mar 09 10:13:42 UTC 2026","","","",""
"","1512","TC-CART-03 - Ajout de tous les produits (6 articles) - Utilisateur: problem_user -- @1.2 ","","Mon Mar 09 10:13:22 UTC 2026","failed","Mon Mar 09 10:13:24 UTC 2026","","","",""
"","1107","TC-CART-01 - Ajout d'un produit depuis la page d'accueil - Utilisateur: standard_user -- @1.2 ","","Mon Mar 09 10:13:08 UTC 2026","passed","Mon Mar 09 10:13:09 UTC 2026","","","",""
"","1408","TC-CART-06 - Suppression d'un article depuis la page Panier - Utilisateur: standard_user -- @1.3 ","","Mon Mar 09 10:13:36 UTC 2026","passed","Mon Mar 09 10:13:37 UTC 2026","","","",""
"","2502","TC-CART-05 - Suppression d'un article depuis la page d'accueil - Utilisateur: problem_user -- @1.4 ","","Mon Mar 09 10:13:28 UTC 2026","failed","Mon Mar 09 10:13:30 UTC 2026","","","",""
"","915","TC-AUTH-01 - Connexion avec différents types d'utilisateurs -- @1.1 ","","Mon Mar 09 10:14:19 UTC 2026","passed","Mon Mar 09 10:14:19 UTC 2026","","","",""
"","1509","TC-AUTH-10 - Déconnexion réussie (Logout) -- @1.2 ","","Mon Mar 09 10:14:24 UTC 2026","passed","Mon Mar 09 10:14:25 UTC 2026","","","",""
"","1128","TC-CART-01 - Ajout d'un produit depuis la page d'accueil - Utilisateur: problem_user -- @1.5 ","","Mon Mar 09 10:13:11 UTC 2026","passed","Mon Mar 09 10:13:12 UTC 2026","","","",""
"","1401","TC-CART-05 - Suppression d'un article depuis la page d'accueil - Utilisateur: standard_user -- @1.3 ","","Mon Mar 09 10:13:26 UTC 2026","passed","Mon Mar 09 10:13:28 UTC 2026","","","",""
"","1090","TC-CART-02 - Ajout d'un produit depuis la fiche détail - Utilisateur: standard_user -- @1.3 ","","Mon Mar 09 10:13:16 UTC 2026","passed","Mon Mar 09 10:13:17 UTC 2026","","","",""
"","1484","TC-CART-05 - Suppression d'un article depuis la page d'accueil - Utilisateur: problem_user -- @1.6 ","","Mon Mar 09 10:13:32 UTC 2026","failed","Mon Mar 09 10:13:33 UTC 2026","","","",""
"","1114","TC-CAT-36 - Tri par nom (A à Z) depuis un ordre différent - Utilisateur: problem_user -- @1.2 ","","Mon Mar 09 10:14:26 UTC 2026","passed","Mon Mar 09 10:14:27 UTC 2026","","","",""
"","1097","TC-CART-02 - Ajout d'un produit depuis la fiche détail - Utilisateur: standard_user -- @1.1 ","","Mon Mar 09 10:13:14 UTC 2026","passed","Mon Mar 09 10:13:15 UTC 2026","","","",""
"","1384","TC-CART-05 - Suppression d'un article depuis la page d'accueil - Utilisateur: standard_user -- @1.2 ","","Mon Mar 09 10:13:25 UTC 2026","passed","Mon Mar 09 10:13:26 UTC 2026","","","",""
"","1497","TC-CART-05 - Suppression d'un article depuis la page d'accueil - Utilisateur: problem_user -- @1.5 ","","Mon Mar 09 10:13:30 UTC 2026","failed","Mon Mar 09 10:13:32 UTC 2026","","","",""
"","1436","TC-CART-03 - Ajout de tous les produits (6 articles) - Utilisateur: standard_user -- @1.1 ","","Mon Mar 09 10:13:21 UTC 2026","passed","Mon Mar 09 10:13:22 UTC 2026","","","",""
