"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1636","TC-CART-05 - Suppression d'un article depuis la page d'accueil - Utilisateur: problem_user -- @1.5 ","","Tue Mar 10 22:50:23 UTC 2026","failed","Tue Mar 10 22:50:25 UTC 2026","","","",""
"","1211","TC-CART-02 - Ajout d'un produit depuis la fiche détail - Utilisateur: standard_user -- @1.2 ","","Tue Mar 10 22:50:06 UTC 2026","passed","Tue Mar 10 22:50:08 UTC 2026","","","",""
"","3276","TC-CAT-35 - Accès détail produit via le nom - Utilisateur: problem_user -- @1.2 ","","Tue Mar 10 22:50:37 UTC 2026","failed","Tue Mar 10 22:50:40 UTC 2026","","","",""
"","1596","TC-CHECK-12 Vérification du total de la commande avec taxe - Utilisateur: problem_user -- @1.2 ","","Tue Mar 10 22:50:56 UTC 2026","failed","Tue Mar 10 22:50:57 UTC 2026","","","",""
"","1330","TC-CART-02 - Ajout d'un produit depuis la fiche détail - Utilisateur: problem_user -- @1.5 ","","Tue Mar 10 22:50:10 UTC 2026","failed","Tue Mar 10 22:50:12 UTC 2026","","","",""
"","822","TC-AUTH-07 - Connexion avec champs vides","","Tue Mar 10 22:51:00 UTC 2026","passed","Tue Mar 10 22:51:01 UTC 2026","","","",""
"","1529","TC-CART-05 - Suppression d'un article depuis la page d'accueil - Utilisateur: standard_user -- @1.1 ","","Tue Mar 10 22:50:17 UTC 2026","passed","Tue Mar 10 22:50:18 UTC 2026","","","",""
"","1205","TC-CART-01 - Ajout d'un produit depuis la page d'accueil - Utilisateur: standard_user -- @1.2 ","","Tue Mar 10 22:49:59 UTC 2026","passed","Tue Mar 10 22:50:00 UTC 2026","","","",""
"","1679","TC-CHECK-10 Vérification du calcul du total de la commande sans taxe - Utilisateur: standard_user -- @1.1 ","","Tue Mar 10 22:50:51 UTC 2026","passed","Tue Mar 10 22:50:52 UTC 2026","","","",""
"","1153","TC-CAT-34 - Accès détail produit via l'image - Utilisateur: standard_user -- @1.1 ","","Tue Mar 10 22:50:40 UTC 2026","passed","Tue Mar 10 22:50:41 UTC 2026","","","",""
"","1568","TC-CART-05 - Suppression d'un article depuis la page d'accueil - Utilisateur: standard_user -- @1.2 ","","Tue Mar 10 22:50:18 UTC 2026","passed","Tue Mar 10 22:50:20 UTC 2026","","","",""
"","8834","TC-CART-01 - Ajout d'un produit depuis la page d'accueil - Utilisateur: standard_user -- @1.1 ","","Tue Mar 10 22:49:50 UTC 2026","passed","Tue Mar 10 22:49:59 UTC 2026","","","",""
"","1236","TC-CAT-38 - Tri par prix (Low to High) - Utilisateur: standard_user -- @1.1 ","","Tue Mar 10 22:51:09 UTC 2026","passed","Tue Mar 10 22:51:10 UTC 2026","","","",""
