"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1575","Suppression d'un article depuis la page Panier - Utilisateur: standard_user -- @1.3 ","","Mon Mar 09 08:32:01 UTC 2026","passed","Mon Mar 09 08:32:03 UTC 2026","","","",""
"","2030","Parcours de commande complet - Utilisateur: standard_user -- @1.1 ","","Mon Mar 09 08:32:36 UTC 2026","passed","Mon Mar 09 08:32:38 UTC 2026","","","",""
"","894","TC-AUTH-07 - Connexion avec champs vides","","Mon Mar 09 08:32:49 UTC 2026","passed","Mon Mar 09 08:32:49 UTC 2026","","","",""
"","11381","TC-CAT-34 - Accès détail produit via l'image - Utilisateur: problem_user -- @1.2 ","","Mon Mar 09 08:32:21 UTC 2026","failed","Mon Mar 09 08:32:33 UTC 2026","","","",""
"","1247","Ajout d'un produit depuis la page d'accueil - Utilisateur: standard_user -- @1.2 ","","Mon Mar 09 08:31:31 UTC 2026","passed","Mon Mar 09 08:31:32 UTC 2026","","","",""
"","1238","Ajout d'un produit depuis la fiche détail - Utilisateur: standard_user -- @1.3 ","","Mon Mar 09 08:31:40 UTC 2026","passed","Mon Mar 09 08:31:41 UTC 2026","","","",""
"","1567","TC-CAT-39 - Tri par prix (High to Low) - Utilisateur: problem_user -- @1.2 ","","Mon Mar 09 08:33:24 UTC 2026","failed","Mon Mar 09 08:33:25 UTC 2026","","","",""
"","1247","Ajout d'un produit depuis la page d'accueil - Utilisateur: problem_user -- @1.6 ","","Mon Mar 09 08:31:36 UTC 2026","passed","Mon Mar 09 08:31:37 UTC 2026","","","",""
"","1533","Ajout de tous les produits (6 articles) - Utilisateur: standard_user -- @1.1 ","","Mon Mar 09 08:31:46 UTC 2026","passed","Mon Mar 09 08:31:47 UTC 2026","","","",""
"","1658","TC-AUTH-10 - Déconnexion réussie (Logout) -- @1.1 ","","Mon Mar 09 08:32:49 UTC 2026","passed","Mon Mar 09 08:32:51 UTC 2026","","","",""
"","1616","Ajout de tous les produits (6 articles) - Utilisateur: problem_user -- @1.2 ","","Mon Mar 09 08:31:47 UTC 2026","failed","Mon Mar 09 08:31:49 UTC 2026","","","",""
"","1576","Suppression d'un article depuis la page Panier - Utilisateur: standard_user -- @1.1 ","","Mon Mar 09 08:31:58 UTC 2026","passed","Mon Mar 09 08:32:00 UTC 2026","","","",""
"","1017","TC-AUTH-05 - Connexion refusée pour locked_out_user","","Mon Mar 09 08:32:48 UTC 2026","passed","Mon Mar 09 08:32:49 UTC 2026","","","",""
"","1526","Soumission avec tous les champs vides - Utilisateur: standard_user -- @1.1 ","","Mon Mar 09 08:32:33 UTC 2026","passed","Mon Mar 09 08:32:34 UTC 2026","","","",""
"","1509","TC-CAT-37 - Tri par nom (Z à A) - Utilisateur: problem_user -- @1.2 ","","Mon Mar 09 08:33:18 UTC 2026","failed","Mon Mar 09 08:33:20 UTC 2026","","","",""
"","8530","Ajout d'un produit depuis la page d'accueil - Utilisateur: standard_user -- @1.1 ","","Mon Mar 09 08:31:22 UTC 2026","passed","Mon Mar 09 08:31:31 UTC 2026","","","",""
"","1949","Vérification du calcul du total de la commande sans taxe","","Mon Mar 09 08:32:40 UTC 2026","passed","Mon Mar 09 08:32:42 UTC 2026","","","",""
"","1929","Vérification du calcul de la taxe (8%)","","Mon Mar 09 08:32:42 UTC 2026","passed","Mon Mar 09 08:32:44 UTC 2026","","","",""
"","1511","Suppression d'un article depuis la page Panier - Utilisateur: problem_user -- @1.6 ","","Mon Mar 09 08:32:06 UTC 2026","passed","Mon Mar 09 08:32:08 UTC 2026","","","",""
"","1599","Suppression d'un article depuis la page d'accueil - Utilisateur: problem_user -- @1.6 ","","Mon Mar 09 08:31:57 UTC 2026","failed","Mon Mar 09 08:31:58 UTC 2026","","","",""
"","1020","TC-AUTH-01 - Connexion avec différents types d'utilisateurs -- @1.1 ","","Mon Mar 09 08:32:45 UTC 2026","passed","Mon Mar 09 08:32:47 UTC 2026","","","",""
"","1351","TC-CAT-38 - Tri par prix (Low to High) - Utilisateur: standard_user -- @1.1 ","","Mon Mar 09 08:33:20 UTC 2026","passed","Mon Mar 09 08:33:21 UTC 2026","","","",""
"","1602","Soumission avec tous les champs vides - Utilisateur: problem_user -- @1.2 ","","Mon Mar 09 08:32:34 UTC 2026","passed","Mon Mar 09 08:32:36 UTC 2026","","","",""
"","1752","Ajout d'un produit depuis la fiche détail - Utilisateur: problem_user -- @1.5 ","","Mon Mar 09 08:31:42 UTC 2026","failed","Mon Mar 09 08:31:44 UTC 2026","","","",""
"","1181","TC-CAT-35 - Accès détail produit via le nom - Utilisateur: standard_user -- @1.1 ","","Mon Mar 09 08:32:08 UTC 2026","passed","Mon Mar 09 08:32:09 UTC 2026","","","",""
"","21464","TC-CAT-36 - Tri par nom (A à Z) depuis un ordre différent - Utilisateur: locked_out_user -- @1.3 ","","Mon Mar 09 08:32:55 UTC 2026","failed","Mon Mar 09 08:33:17 UTC 2026","","","",""
