"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1424","TC-CART-06 - Suppression d'un article depuis la page Panier - Utilisateur: standard_user -- @1.2 ","","Mon Mar 09 09:56:33 UTC 2026","passed","Mon Mar 09 09:56:34 UTC 2026","","","",""
"","1422","TC-CART-06 - Suppression d'un article depuis la page Panier - Utilisateur: problem_user -- @1.4 ","","Mon Mar 09 09:56:36 UTC 2026","passed","Mon Mar 09 09:56:37 UTC 2026","","","",""
"","1140","TC-CART-01 - Ajout d'un produit depuis la page d'accueil - Utilisateur: standard_user -- @1.3 ","","Mon Mar 09 09:56:07 UTC 2026","passed","Mon Mar 09 09:56:08 UTC 2026","","","",""
"","1432","TC-CART-06 - Suppression d'un article depuis la page Panier - Utilisateur: standard_user -- @1.3 ","","Mon Mar 09 09:56:34 UTC 2026","passed","Mon Mar 09 09:56:36 UTC 2026","","","",""
"","1500","TC-CART-05 - Suppression d'un article depuis la page d'accueil - Utilisateur: problem_user -- @1.4 ","","Mon Mar 09 09:56:27 UTC 2026","failed","Mon Mar 09 09:56:28 UTC 2026","","","",""
"","1189","TC-CAT-38 - Tri par prix (Low to High) - Utilisateur: standard_user -- @1.1 ","","Mon Mar 09 09:57:48 UTC 2026","passed","Mon Mar 09 09:57:49 UTC 2026","","","",""
"","1522","TC-AUTH-10 - Déconnexion réussie (Logout) -- @1.2 ","","Mon Mar 09 09:57:21 UTC 2026","passed","Mon Mar 09 09:57:22 UTC 2026","","","",""
"","1120","TC-CAT-36 - Tri par nom (A à Z) depuis un ordre différent - Utilisateur: problem_user -- @1.2 ","","Mon Mar 09 09:57:23 UTC 2026","passed","Mon Mar 09 09:57:24 UTC 2026","","","",""
"","1338","TC-CHECK-06 - Soumission avec tous les champs vides - Utilisateur: standard_user -- @1.1 ","","Mon Mar 09 09:57:05 UTC 2026","passed","Mon Mar 09 09:57:06 UTC 2026","","","",""
"","1430","TC-CART-06 - Suppression d'un article depuis la page Panier - Utilisateur: problem_user -- @1.5 ","","Mon Mar 09 09:56:37 UTC 2026","passed","Mon Mar 09 09:56:38 UTC 2026","","","",""
"","1112","TC-CART-02 - Ajout d'un produit depuis la fiche détail - Utilisateur: standard_user -- @1.2 ","","Mon Mar 09 09:56:12 UTC 2026","passed","Mon Mar 09 09:56:14 UTC 2026","","","",""
"","1536","TC-AUTH-10 - Déconnexion réussie (Logout) -- @1.1 ","","Mon Mar 09 09:57:19 UTC 2026","passed","Mon Mar 09 09:57:21 UTC 2026","","","",""
"","1627","Vérification du calcul du total de la commande sans taxe","","Mon Mar 09 09:57:11 UTC 2026","passed","Mon Mar 09 09:57:12 UTC 2026","","","",""
"","1452","TC-CART-02 - Ajout d'un produit depuis la fiche détail - Utilisateur: problem_user -- @1.6 ","","Mon Mar 09 09:56:18 UTC 2026","failed","Mon Mar 09 09:56:19 UTC 2026","","","",""
"","1348","TC-CHECK-06 - Soumission avec tous les champs vides - Utilisateur: problem_user -- @1.2 ","","Mon Mar 09 09:57:06 UTC 2026","passed","Mon Mar 09 09:57:07 UTC 2026","","","",""
"","1392","TC-CAT-38 - Tri par prix (Low to High) - Utilisateur: problem_user -- @1.2 ","","Mon Mar 09 09:57:49 UTC 2026","failed","Mon Mar 09 09:57:51 UTC 2026","","","",""
"","1651","Vérification du total de la commande avec taxe","","Mon Mar 09 09:57:14 UTC 2026","passed","Mon Mar 09 09:57:15 UTC 2026","","","",""
"","1638","Vérification du calcul de la taxe (8%)","","Mon Mar 09 09:57:12 UTC 2026","passed","Mon Mar 09 09:57:14 UTC 2026","","","",""
"","1338","TC-CART-02 - Ajout d'un produit depuis la fiche détail - Utilisateur: problem_user -- @1.5 ","","Mon Mar 09 09:56:16 UTC 2026","failed","Mon Mar 09 09:56:18 UTC 2026","","","",""
"","1531","TC-CART-05 - Suppression d'un article depuis la page d'accueil - Utilisateur: standard_user -- @1.2 ","","Mon Mar 09 09:56:24 UTC 2026","passed","Mon Mar 09 09:56:25 UTC 2026","","","",""
"","1618","TC-CART-03 - Ajout de tous les produits (6 articles) - Utilisateur: problem_user -- @1.2 ","","Mon Mar 09 09:56:21 UTC 2026","failed","Mon Mar 09 09:56:22 UTC 2026","","","",""
"","1424","TC-CART-02 - Ajout d'un produit depuis la fiche détail - Utilisateur: standard_user -- @1.1 ","","Mon Mar 09 09:56:11 UTC 2026","passed","Mon Mar 09 09:56:12 UTC 2026","","","",""
"","1135","TC-CART-01 - Ajout d'un produit depuis la page d'accueil - Utilisateur: problem_user -- @1.4 ","","Mon Mar 09 09:56:08 UTC 2026","passed","Mon Mar 09 09:56:09 UTC 2026","","","",""
"","1092","TC-CAT-34 - Accès détail produit via l'image - Utilisateur: standard_user -- @1.1 ","","Mon Mar 09 09:56:52 UTC 2026","passed","Mon Mar 09 09:56:53 UTC 2026","","","",""
"","1468","TC-CART-05 - Suppression d'un article depuis la page d'accueil - Utilisateur: problem_user -- @1.5 ","","Mon Mar 09 09:56:28 UTC 2026","failed","Mon Mar 09 09:56:30 UTC 2026","","","",""
"","12698","TC-CART-01 - Ajout d'un produit depuis la page d'accueil - Utilisateur: standard_user -- @1.1 ","","Mon Mar 09 09:55:53 UTC 2026","passed","Mon Mar 09 09:56:05 UTC 2026","","","",""
"","1335","TC-CAT-37 - Tri par nom (Z à A) - Utilisateur: problem_user -- @1.2 ","","Mon Mar 09 09:57:47 UTC 2026","failed","Mon Mar 09 09:57:48 UTC 2026","","","",""
"","1125","TC-CART-01 - Ajout d'un produit depuis la page d'accueil - Utilisateur: problem_user -- @1.5 ","","Mon Mar 09 09:56:09 UTC 2026","passed","Mon Mar 09 09:56:10 UTC 2026","","","",""
"","894","TC-AUTH-05 - Connexion refusée pour locked_out_user","","Mon Mar 09 09:57:17 UTC 2026","passed","Mon Mar 09 09:57:18 UTC 2026","","","",""
"","1418","TC-CAT-39 - Tri par prix (High to Low) - Utilisateur: problem_user -- @1.2 ","","Mon Mar 09 09:57:52 UTC 2026","failed","Mon Mar 09 09:57:53 UTC 2026","","","",""
"","1446","TC-CART-06 - Suppression d'un article depuis la page Panier - Utilisateur: problem_user -- @1.6 ","","Mon Mar 09 09:56:38 UTC 2026","passed","Mon Mar 09 09:56:40 UTC 2026","","","",""
"","11290","TC-CAT-34 - Accès détail produit via l'image - Utilisateur: problem_user -- @1.2 ","","Mon Mar 09 09:56:53 UTC 2026","failed","Mon Mar 09 09:57:05 UTC 2026","","","",""
