"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1449","Suppression d'un article depuis la page Panier -- @1.1 Produits","","Thu Mar 05 14:14:26 UTC 2026","passed","Thu Mar 05 14:14:27 UTC 2026","","","",""
"","1790","TC-AUTH-10 - Déconnexion réussie (Logout)","","Thu Mar 05 14:14:39 UTC 2026","passed","Thu Mar 05 14:14:41 UTC 2026","","","",""
"","1144","Ajout d'un produit depuis la page d'accueil -- @1.2 Produits","","Thu Mar 05 14:14:14 UTC 2026","passed","Thu Mar 05 14:14:15 UTC 2026","","","",""
"","1411","Suppression d'un article depuis la page Panier -- @1.3 Produits","","Thu Mar 05 14:14:29 UTC 2026","passed","Thu Mar 05 14:14:30 UTC 2026","","","",""
"","1103","TC-AUTH-07 - Connexion avec champs vides","","Thu Mar 05 14:14:38 UTC 2026","passed","Thu Mar 05 14:14:39 UTC 2026","","","",""
"","1102","TC-CAT-35 - Accès détail produit via le nom","","Thu Mar 05 14:14:30 UTC 2026","passed","Thu Mar 05 14:14:31 UTC 2026","","","",""
"","1140","TC-AUTH-01 - Connexion réussie avec standard_user","","Thu Mar 05 14:14:35 UTC 2026","passed","Thu Mar 05 14:14:37 UTC 2026","","","",""
"","1106","TC-CAT-34 - Accès détail produit via l'image","","Thu Mar 05 14:14:31 UTC 2026","passed","Thu Mar 05 14:14:32 UTC 2026","","","",""
"","1101","Ajout d'un produit depuis la fiche détail -- @1.2 Produits","","Thu Mar 05 14:14:18 UTC 2026","passed","Thu Mar 05 14:14:19 UTC 2026","","","",""
"","1099","Ajout d'un produit depuis la fiche détail -- @1.3 Produits","","Thu Mar 05 14:14:19 UTC 2026","passed","Thu Mar 05 14:14:20 UTC 2026","","","",""
"","1125","Ajout d'un produit depuis la page d'accueil -- @1.3 Produits","","Thu Mar 05 14:14:15 UTC 2026","passed","Thu Mar 05 14:14:16 UTC 2026","","","",""
"","10033","Ajout d'un produit depuis la page d'accueil -- @1.1 Produits","","Thu Mar 05 14:14:04 UTC 2026","passed","Thu Mar 05 14:14:14 UTC 2026","","","",""
"","1193","TC-CAT-39 - Tri par prix (High to Low)","","Thu Mar 05 14:14:44 UTC 2026","passed","Thu Mar 05 14:14:45 UTC 2026","","","",""
"","1425","Suppression d'un article depuis la page d'accueil -- @1.1 Produits","","Thu Mar 05 14:14:21 UTC 2026","passed","Thu Mar 05 14:14:23 UTC 2026","","","",""
"","1109","Ajout d'un produit depuis la fiche détail -- @1.1 Produits","","Thu Mar 05 14:14:16 UTC 2026","passed","Thu Mar 05 14:14:18 UTC 2026","","","",""
"","1450","Suppression d'un article depuis la page Panier -- @1.2 Produits","","Thu Mar 05 14:14:27 UTC 2026","passed","Thu Mar 05 14:14:29 UTC 2026","","","",""
"","1373","Soumission avec tous les champs vides","","Thu Mar 05 14:14:32 UTC 2026","passed","Thu Mar 05 14:14:34 UTC 2026","","","",""
"","1227","TC-CAT-37 - Tri par nom (Z à A)","","Thu Mar 05 14:14:42 UTC 2026","passed","Thu Mar 05 14:14:43 UTC 2026","","","",""
"","1176","TC-CAT-36 - Tri par nom (A à Z) depuis un ordre différent","","Thu Mar 05 14:14:41 UTC 2026","passed","Thu Mar 05 14:14:42 UTC 2026","","","",""
"","1136","TC-AUTH-05 - Connexion refusée pour locked_out_user","","Thu Mar 05 14:14:37 UTC 2026","passed","Thu Mar 05 14:14:38 UTC 2026","","","",""
"","1637","Parcours de commande complet","","Thu Mar 05 14:14:34 UTC 2026","passed","Thu Mar 05 14:14:35 UTC 2026","","","",""
"","1198","TC-CAT-38 - Tri par prix (Low to High)","","Thu Mar 05 14:14:43 UTC 2026","passed","Thu Mar 05 14:14:44 UTC 2026","","","",""
"","1490","Suppression d'un article depuis la page d'accueil -- @1.2 Produits","","Thu Mar 05 14:14:23 UTC 2026","passed","Thu Mar 05 14:14:24 UTC 2026","","","",""
"","1425","Ajout de tous les produits (6 articles)","","Thu Mar 05 14:14:20 UTC 2026","passed","Thu Mar 05 14:14:21 UTC 2026","","","",""
"","1840","Suppression d'un article depuis la page d'accueil -- @1.3 Produits","","Thu Mar 05 14:14:24 UTC 2026","passed","Thu Mar 05 14:14:26 UTC 2026","","","",""
