"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1115","Ajout d'un produit depuis la page d'accueil -- @1.3 Produits","","Fri Mar 06 12:36:33 UTC 2026","passed","Fri Mar 06 12:36:34 UTC 2026","","","",""
"","1680","Parcours de commande complet","","Fri Mar 06 12:36:51 UTC 2026","passed","Fri Mar 06 12:36:53 UTC 2026","","","",""
"","1420","Suppression d'un article depuis la page Panier -- @1.2 Produits","","Fri Mar 06 12:36:45 UTC 2026","passed","Fri Mar 06 12:36:46 UTC 2026","","","",""
"","1432","Suppression d'un article depuis la page Panier -- @1.3 Produits","","Fri Mar 06 12:36:46 UTC 2026","passed","Fri Mar 06 12:36:47 UTC 2026","","","",""
"","1423","Suppression d'un article depuis la page Panier -- @1.1 Produits","","Fri Mar 06 12:36:43 UTC 2026","passed","Fri Mar 06 12:36:45 UTC 2026","","","",""
"","1409","TC-CAT-38 - Tri par prix (Low to High) - Utilisateur: problem_user -- @1.2 ","","Fri Mar 06 12:37:11 UTC 2026","failed","Fri Mar 06 12:37:13 UTC 2026","","","",""
"","1006","TC-AUTH-05 - Connexion refusée pour locked_out_user","","Fri Mar 06 12:37:00 UTC 2026","passed","Fri Mar 06 12:37:01 UTC 2026","","","",""
"","1263","TC-CAT-36 - Tri par nom (A à Z) depuis un ordre différent - Utilisateur: standard_user -- @1.1 ","","Fri Mar 06 12:37:05 UTC 2026","passed","Fri Mar 06 12:37:06 UTC 2026","","","",""
"","1405","Soumission avec tous les champs vides","","Fri Mar 06 12:36:50 UTC 2026","passed","Fri Mar 06 12:36:51 UTC 2026","","","",""
"","1192","TC-CAT-38 - Tri par prix (Low to High) - Utilisateur: standard_user -- @1.1 ","","Fri Mar 06 12:37:10 UTC 2026","passed","Fri Mar 06 12:37:11 UTC 2026","","","",""
"","1395","TC-CAT-39 - Tri par prix (High to Low) - Utilisateur: problem_user -- @1.2 ","","Fri Mar 06 12:37:14 UTC 2026","failed","Fri Mar 06 12:37:15 UTC 2026","","","",""
"","1686","Vérification du total de la commande avec taxe","","Fri Mar 06 12:36:56 UTC 2026","passed","Fri Mar 06 12:36:58 UTC 2026","","","",""
"","1126","TC-CAT-37 - Tri par nom (Z à A) - Utilisateur: standard_user -- @1.1 ","","Fri Mar 06 12:37:07 UTC 2026","passed","Fri Mar 06 12:37:09 UTC 2026","","","",""
"","1647","TC-AUTH-10 - Déconnexion réussie (Logout) -- @1.2 ","","Fri Mar 06 12:37:03 UTC 2026","passed","Fri Mar 06 12:37:05 UTC 2026","","","",""
"","1660","TC-AUTH-10 - Déconnexion réussie (Logout) -- @1.1 ","","Fri Mar 06 12:37:02 UTC 2026","passed","Fri Mar 06 12:37:03 UTC 2026","","","",""
"","1071","TC-CAT-35 - Accès détail produit via le nom","","Fri Mar 06 12:36:47 UTC 2026","passed","Fri Mar 06 12:36:49 UTC 2026","","","",""
"","1418","Suppression d'un article depuis la page d'accueil -- @1.3 Produits","","Fri Mar 06 12:36:42 UTC 2026","passed","Fri Mar 06 12:36:43 UTC 2026","","","",""
"","1355","TC-CAT-37 - Tri par nom (Z à A) - Utilisateur: problem_user -- @1.2 ","","Fri Mar 06 12:37:09 UTC 2026","failed","Fri Mar 06 12:37:10 UTC 2026","","","",""
"","1432","Ajout de tous les produits (6 articles)","","Fri Mar 06 12:36:37 UTC 2026","passed","Fri Mar 06 12:36:39 UTC 2026","","","",""
"","1417","Suppression d'un article depuis la page d'accueil -- @1.2 Produits","","Fri Mar 06 12:36:40 UTC 2026","passed","Fri Mar 06 12:36:42 UTC 2026","","","",""
"","1043","TC-AUTH-01 - Connexion avec différents types d'utilisateurs -- @1.1 ","","Fri Mar 06 12:36:58 UTC 2026","passed","Fri Mar 06 12:36:59 UTC 2026","","","",""
"","1416","Suppression d'un article depuis la page d'accueil -- @1.1 Produits","","Fri Mar 06 12:36:39 UTC 2026","passed","Fri Mar 06 12:36:40 UTC 2026","","","",""
"","898","TC-AUTH-07 - Connexion avec champs vides","","Fri Mar 06 12:37:01 UTC 2026","passed","Fri Mar 06 12:37:02 UTC 2026","","","",""
"","1111","Ajout d'un produit depuis la fiche détail -- @1.2 Produits","","Fri Mar 06 12:36:35 UTC 2026","passed","Fri Mar 06 12:36:36 UTC 2026","","","",""
"","1038","TC-AUTH-01 - Connexion avec différents types d'utilisateurs -- @1.2 ","","Fri Mar 06 12:36:59 UTC 2026","passed","Fri Mar 06 12:37:00 UTC 2026","","","",""
