"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1417","Soumission avec tous les champs vides","","Fri Mar 06 17:11:09 UTC 2026","passed","Fri Mar 06 17:11:10 UTC 2026","","","",""
"","1176","TC-CAT-38 - Tri par prix (Low to High) - Utilisateur: standard_user -- @1.1 ","","Fri Mar 06 17:11:40 UTC 2026","passed","Fri Mar 06 17:11:41 UTC 2026","","","",""
"","7954","Ajout d'un produit depuis la page d'accueil -- @1.1 Produits","","Fri Mar 06 17:10:42 UTC 2026","passed","Fri Mar 06 17:10:50 UTC 2026","","","",""
"","1119","Ajout d'un produit depuis la page d'accueil -- @1.2 Produits","","Fri Mar 06 17:10:50 UTC 2026","passed","Fri Mar 06 17:10:51 UTC 2026","","","",""
"","919","TC-AUTH-01 - Connexion avec différents types d'utilisateurs -- @1.1 ","","Fri Mar 06 17:11:17 UTC 2026","passed","Fri Mar 06 17:11:18 UTC 2026","","","",""
"","1629","Vérification du calcul de la taxe (8%)","","Fri Mar 06 17:11:13 UTC 2026","passed","Fri Mar 06 17:11:15 UTC 2026","","","",""
"","1086","TC-AUTH-01 - Connexion avec différents types d'utilisateurs -- @1.2 ","","Fri Mar 06 17:11:18 UTC 2026","passed","Fri Mar 06 17:11:19 UTC 2026","","","",""
"","1110","TC-CAT-37 - Tri par nom (Z à A) - Utilisateur: standard_user -- @1.1 ","","Fri Mar 06 17:11:37 UTC 2026","passed","Fri Mar 06 17:11:38 UTC 2026","","","",""
"","1586","Suppression d'un article depuis la page d'accueil -- @1.2 Produits","","Fri Mar 06 17:10:58 UTC 2026","passed","Fri Mar 06 17:11:00 UTC 2026","","","",""
"","1554","TC-AUTH-10 - Déconnexion réussie (Logout) -- @1.2 ","","Fri Mar 06 17:11:22 UTC 2026","passed","Fri Mar 06 17:11:24 UTC 2026","","","",""
"","1126","Ajout d'un produit depuis la fiche détail -- @1.3 Produits","","Fri Mar 06 17:10:54 UTC 2026","passed","Fri Mar 06 17:10:55 UTC 2026","","","",""
"","1122","TC-CAT-36 - Tri par nom (A à Z) depuis un ordre différent - Utilisateur: problem_user -- @1.2 ","","Fri Mar 06 17:11:25 UTC 2026","passed","Fri Mar 06 17:11:26 UTC 2026","","","",""
"","1213","TC-CAT-39 - Tri par prix (High to Low) - Utilisateur: standard_user -- @1.1 ","","Fri Mar 06 17:11:41 UTC 2026","passed","Fri Mar 06 17:11:42 UTC 2026","","","",""
"","1341","TC-CAT-37 - Tri par nom (Z à A) - Utilisateur: problem_user -- @1.2 ","","Fri Mar 06 17:11:38 UTC 2026","failed","Fri Mar 06 17:11:40 UTC 2026","","","",""
"","1551","TC-AUTH-10 - Déconnexion réussie (Logout) -- @1.1 ","","Fri Mar 06 17:11:20 UTC 2026","passed","Fri Mar 06 17:11:22 UTC 2026","","","",""
"","1590","Suppression d'un article depuis la page d'accueil -- @1.1 Produits","","Fri Mar 06 17:10:57 UTC 2026","passed","Fri Mar 06 17:10:58 UTC 2026","","","",""
"","1562","Suppression d'un article depuis la page Panier -- @1.2 Produits","","Fri Mar 06 17:11:03 UTC 2026","passed","Fri Mar 06 17:11:05 UTC 2026","","","",""
"","1575","Suppression d'un article depuis la page d'accueil -- @1.3 Produits","","Fri Mar 06 17:11:00 UTC 2026","passed","Fri Mar 06 17:11:02 UTC 2026","","","",""
"","1122","Ajout d'un produit depuis la fiche détail -- @1.2 Produits","","Fri Mar 06 17:10:53 UTC 2026","passed","Fri Mar 06 17:10:54 UTC 2026","","","",""
"","1574","Suppression d'un article depuis la page Panier -- @1.3 Produits","","Fri Mar 06 17:11:05 UTC 2026","passed","Fri Mar 06 17:11:06 UTC 2026","","","",""
"","1622","Vérification du total de la commande avec taxe","","Fri Mar 06 17:11:15 UTC 2026","passed","Fri Mar 06 17:11:17 UTC 2026","","","",""
"","1104","Ajout d'un produit depuis la fiche détail -- @1.1 Produits","","Fri Mar 06 17:10:52 UTC 2026","passed","Fri Mar 06 17:10:53 UTC 2026","","","",""
"","1171","TC-CAT-36 - Tri par nom (A à Z) depuis un ordre différent - Utilisateur: standard_user -- @1.1 ","","Fri Mar 06 17:11:24 UTC 2026","passed","Fri Mar 06 17:11:25 UTC 2026","","","",""
"","798","TC-AUTH-07 - Connexion avec champs vides","","Fri Mar 06 17:11:20 UTC 2026","passed","Fri Mar 06 17:11:20 UTC 2026","","","",""
"","1136","TC-CAT-34 - Accès détail produit via l'image","","Fri Mar 06 17:11:08 UTC 2026","passed","Fri Mar 06 17:11:09 UTC 2026","","","",""
"","1651","Vérification du calcul du total de la commande sans taxe","","Fri Mar 06 17:11:12 UTC 2026","passed","Fri Mar 06 17:11:13 UTC 2026","","","",""
"","1121","Ajout d'un produit depuis la page d'accueil -- @1.3 Produits","","Fri Mar 06 17:10:51 UTC 2026","passed","Fri Mar 06 17:10:52 UTC 2026","","","",""
"","1434","Ajout de tous les produits (6 articles)","","Fri Mar 06 17:10:55 UTC 2026","passed","Fri Mar 06 17:10:57 UTC 2026","","","",""
"","1564","Suppression d'un article depuis la page Panier -- @1.1 Produits","","Fri Mar 06 17:11:02 UTC 2026","passed","Fri Mar 06 17:11:03 UTC 2026","","","",""
"","902","TC-AUTH-05 - Connexion refusée pour locked_out_user","","Fri Mar 06 17:11:19 UTC 2026","passed","Fri Mar 06 17:11:20 UTC 2026","","","",""
"","1277","TC-CAT-35 - Accès détail produit via le nom","","Fri Mar 06 17:11:06 UTC 2026","passed","Fri Mar 06 17:11:08 UTC 2026","","","",""
"","1705","Parcours de commande complet","","Fri Mar 06 17:11:10 UTC 2026","passed","Fri Mar 06 17:11:12 UTC 2026","","","",""
"","11250","TC-CAT-36 - Tri par nom (A à Z) depuis un ordre différent - Utilisateur: locked_out_user -- @1.3 ","","Fri Mar 06 17:11:26 UTC 2026","failed","Fri Mar 06 17:11:37 UTC 2026","","","",""
